able : 0.14285714285714285
abominable : 0.047619047619047616
about : 0.8095238095238095
frodo : 0.4909090909090909
from : 0.43636363636363634
front : 0.07272727272727272
go : 0.7647058823529411
goblins : 0.058823529411764705
goes : 0.17647058823529413
grasp : 0.07692307692307693
grass : 0.7692307692307693
grasses : 0.15384615384615385
merely : 0.02631578947368421
merrily : 0.02631578947368421
merry : 0.9473684210526315
sam : 1.0
the : 0.8471454880294659
their : 0.06077348066298342
them : 0.09208103130755065
